location,date,SO2,PM10,O3,NO2,CO,PM25
WPD,20180217,0.003,50,0.032,0.011,0.5,14
WPD,20180218,0.003,49,0.017,0.021,0.7,19
WPD,20180219,0.003,65,0.009,0.033,1,43
WPD,20180220,0.003,70,0.013,0.029,0.9,51
WPD,20180221,0.003,45,0.023,0.022,0.4,19
WPD,20180222,0.002,49,0.026,0.016,0.5,25
WPD,20180223,0.002,68,0.043,0.01,0.7,48
WPD,20180224,0.004,77,0.033,0.021,0.9,56
WPD,20180225,0.005,55,0.021,0.025,0.8,30
WPD,20180226,0.004,54,0.019,0.023,0.8,
WPD,20180227,0.003,54,0.022,0.021,0.6,
WPD,20180228,0.002,40,0.016,0.029,0.7,29
UND,20180301,0.002,58,0.039,0.023,0.4,26
UND,20180302,0.003,69,0.024,0.05,0.4,28
UND,20180303,0.003,71,0.015,0.062,0.6,30
UND,20180304,0.003,45,0.026,0.042,0.6,21
UND,20180305,0.001,15,0.028,0.031,0.3,4
UND,20180306,0.002,42,0.015,0.047,0.4,15
UND,20180307,0.002,38,0.035,0.025,0.2,11
UND,20180308,0.002,38,0.018,0.044,0.4,24
UND,20180309,0.002,79,0.022,0.05,0.6,49
UND,20180310,0.002,55,0.027,0.039,0.5,32
UND,20180311,0.002,65,0.044,0.03,0.3,35
UND,20180312,0.003,108,0.024,0.062,0.6,53
UND,20180313,0.003,85,0.023,0.056,0.6,34
UND,20180314,0.005,63,0.024,0.044,0.5,23
UND,20180315,0.002,44,0.009,0.052,0.5,18
UND,20180316,0.001,31,0.034,0.022,0.3,10
UND,20180317,0.002,38,0.034,0.028,0.2,13
UND,20180318,0.002,56,0.011,0.053,0.5,48
UND,20180319,0.001,24,0.025,0.036,0.3,9
UND,20180320,0.002,31,0.045,0.017,0.2,5
UND,20180321,0.002,23,0.028,0.036,0.2,8
UND,20180322,0.003,49,0.035,0.029,0.3,19
UND,20180323,0.003,73,0.032,0.04,0.5,39
UND,20180324,0.004,89,0.046,0.039,0.5,56
UND,20180325,0.002,93,0.057,0.029,0.5,68
UND,20180326,0.003,99,0.04,0.043,0.6,53
UND,20180327,0.003,96,0.047,0.035,0.5,39
UND,20180328,0.002,66,0.038,0.04,0.4,28
UND,20180329,0.004,80,0.022,0.048,0.5,35
UND,20180330,0.003,69,0.044,0.033,0.3,24
UND,20180331,0.003,87,0.043,0.036,0.4,32
MPD,20180301,0.002,42,0.053,0.01,0.5,27
MPD,20180302,0.003,62,0.033,0.024,0.5,33
MPD,20180303,0.003,56,0.024,0.028,0.5,29
MPD,20180304,0.003,36,0.035,0.02,0.4,22
MPD,20180305,0.002,10,0.031,0.02,0.4,6
MPD,20180306,0.002,39,0.02,0.025,0.4,19
MPD,20180307,0.002,33,0.039,0.018,0.3,13
MPD,20180308,0.002,39,0.03,0.019,0.4,25
MPD,20180309,0.003,87,0.025,0.026,0.7,54
MPD,20180310,0.002,62,0.029,0.019,0.5,33
MPD,20180311,0.003,68,0.042,0.02,0.5,37
MPD,20180312,0.003,101,0.028,0.03,0.6,50
MPD,20180313,0.003,59,0.031,0.029,0.5,
MPD,20180314,0.002,30,0.031,0.025,0.3,17
MPD,20180315,0.002,31,0.008,0.03,0.4,18
MPD,20180316,0.002,24,0.034,0.018,0.4,11
MPD,20180317,0.002,32,0.04,0.016,0.3,16
MPD,20180318,0.003,76,0.019,0.022,0.5,58
MPD,20180319,0.002,32,0.029,0.02,0.4,21
MPD,20180320,0.002,23,0.046,0.017,0.3,8
MPD,20180321,0.001,18,0.038,0.017,0.3,10
MPD,20180322,0.002,39,0.039,0.018,0.4,20
MPD,20180323,0.002,65,0.035,0.023,0.5,38
MPD,20180324,0.003,106,0.045,0.025,0.6,71
MPD,20180325,0.002,123,0.054,0.02,0.6,69
MPD,20180326,0.002,88,0.043,0.027,0.6,
MPD,20180327,0.003,91,0.049,0.026,0.5,
MPD,20180328,0.003,61,0.041,0.022,0.4,30
MPD,20180329,0.002,58,0.032,0.024,0.4,29
MPD,20180330,0.003,64,0.055,0.017,0.4,27
MPD,20180331,0.003,87,0.047,0.022,0.5,34
MCD,20180301,0.002,42,0.04,0.01,0.4,24
MCD,20180302,0.003,52,0.025,0.025,0.5,27
MCD,20180303,0.004,47,0.015,0.031,0.6,24
MCD,20180304,0.004,32,0.025,0.018,0.6,17
MCD,20180305,0.002,13,0.031,0.012,0.4,5
MCD,20180306,0.002,31,0.016,0.022,0.4,13
MCD,20180307,0.002,30,0.035,0.01,0.3,10
MCD,20180308,0.002,32,0.016,0.025,0.5,23
MCD,20180309,0.003,67,0.026,0.021,0.6,47
MCD,20180310,0.002,44,0.026,0.018,0.5,28
MCD,20180311,0.003,54,0.034,0.02,0.5,33
MCD,20180312,0.003,84,0.028,0.026,0.6,48
MCD,20180313,0.003,48,0.026,0.025,0.4,24
MCD,20180314,0.003,32,0.025,0.02,0.4,13
MCD,20180315,0.002,27,0.014,0.021,0.5,14
MCD,20180316,0.002,23,0.032,0.011,0.3,8
MCD,20180317,0.002,30,0.034,0.012,0.3,14
MCD,20180318,0.003,44,0.013,0.024,0.6,37
MCD,20180319,0.002,19,0.026,0.018,0.5,
MCD,20180320,0.002,23,0.044,0.006,0.2,4
MCD,20180321,0.002,17,0.027,0.017,0.3,7
MCD,20180322,0.002,32,0.034,0.013,0.4,17
MCD,20180323,0.003,49,0.033,0.02,0.5,31
MCD,20180324,0.003,75,0.045,0.02,0.6,51
MCD,20180325,0.002,84,0.047,0.019,0.7,60
MCD,20180326,0.002,70,0.044,0.022,0.6,41
MCD,20180327,0.002,65,0.047,0.018,0.5,29
MCD,20180328,0.002,47,0.038,0.017,0.5,24
MCD,20180329,0.002,50,0.027,0.023,0.5,26
MCD,20180330,0.003,55,0.043,0.015,0.5,23
MCD,20180331,0.003,68,0.04,0.018,0.5,30
GSD,20180301,0.002,36,0.052,0.003,0.3,26
GSD,20180302,0.002,44,0.031,0.014,0.4,27
GSD,20180303,0.002,46,0.021,0.026,0.5,28
GSD,20180304,0.003,34,0.031,0.017,0.5,22
GSD,20180305,0.002,15,0.036,0.007,0.3,7
GSD,20180306,0.002,29,0.023,0.015,0.4,16
GSD,20180307,0.002,34,0.043,0.006,0.4,14
GSD,20180308,0.002,42,0.031,0.01,0.4,24
GSD,20180309,0.002,64,0.029,0.014,0.7,53
GSD,20180310,0.002,46,0.031,0.018,0.6,31
GSD,20180311,0.002,58,0.051,0.006,0.5,41
GSD,20180312,0.002,77,0.03,0.023,0.7,51
GSD,20180313,0.002,49,0.032,0.025,0.5,30
GSD,20180314,0.002,34,0.035,0.018,0.3,15
GSD,20180315,0.002,29,0.014,0.021,0.3,18
GSD,20180316,0.001,26,0.041,0.006,0.2,11
GSD,20180317,0.002,34,0.04,0.008,0.3,17
GSD,20180318,0.002,55,0.016,0.014,0.4,49
GSD,20180319,0.002,28,0.033,0.01,0.3,13
GSD,20180320,0.001,24,0.052,0.005,0.2,9
GSD,20180321,0.001,22,0.04,0.006,0.3,12
GSD,20180322,0.002,33,0.045,0.006,0.3,21
GSD,20180323,0.002,51,0.036,0.012,0.5,38
GSD,20180324,0.003,72,0.051,0.011,0.5,63
GSD,20180325,0.002,82,0.063,0.006,0.5,70
GSD,20180326,0.002,71,0.049,0.013,0.4,45
GSD,20180327,0.002,64,0.054,0.013,0.4,33
GSD,20180328,0.002,48,0.051,0.008,0.3,25
GSD,20180329,0.002,47,0.031,0.015,0.3,30
GSD,20180330,0.003,53,0.054,0.007,0.3,22
GSD,20180331,0.003,71,0.05,0.011,0.3,32
NED,20180301,0.002,39,0.056,0.007,0.4,20
NED,20180302,0.002,47,0.033,0.026,0.5,24
NED,20180303,0.003,51,0.021,0.038,0.6,22
NED,20180304,0.005,36,0.027,0.03,0.7,17
NED,20180305,0.003,10,0.032,0.016,0.3,5
NED,20180306,0.002,33,0.021,0.026,0.4,16
NED,20180307,0.002,31,0.042,0.013,0.4,
NED,20180308,0.002,26,0.035,0.016,0.4,18
NED,20180309,0.002,73,0.031,0.023,0.6,46
NED,20180310,0.002,51,0.031,0.022,0.5,33
NED,20180311,0.002,64,0.042,0.022,0.5,37
NED,20180312,0.002,93,0.036,0.031,0.5,49
NED,20180313,0.002,57,0.036,0.03,0.5,27
NED,20180314,0.002,31,0.041,0.02,0.3,14
NED,20180315,0.002,23,0.015,0.024,0.3,13
NED,20180316,0.001,21,0.046,0.006,0.2,10
NED,20180317,0.001,33,0.032,0.019,0.3,19
NED,20180318,0.002,64,0.015,0.024,0.4,37
NED,20180319,0.002,23,0.033,0.015,0.3,15
NED,20180320,0.001,19,0.061,0.005,0.2,10
NED,20180321,0.001,16,0.042,0.013,0.3,11
NED,20180322,0.001,33,0.045,0.014,0.3,18
NED,20180323,0.002,65,0.034,0.028,0.4,35
NED,20180324,0.002,92,0.047,0.028,0.5,51
NED,20180325,0.002,103,0.056,0.021,0.5,62
NED,20180326,0.002,90,0.046,0.029,0.5,49
NED,20180327,0.002,78,0.062,0.02,0.4,39
NED,20180328,0.002,54,0.052,0.018,0.3,27
NED,20180329,0.002,54,0.03,0.025,0.4,28
NED,20180330,0.002,63,0.058,0.015,0.3,30
NED,20180331,0.002,88,0.055,0.019,0.4,39
SND,20180301,0.003,50,0.034,0.016,0.5,29
SND,20180302,0.004,60,0.023,0.03,0.6,30
SND,20180303,0.005,62,0.015,0.041,0.7,28
SND,20180304,0.006,49,0.025,0.025,0.7,23
SND,20180305,0.003,23,0.031,0.012,0.4,11
SND,20180306,0.004,40,0.02,0.025,0.5,18
SND,20180307,0.003,42,0.034,0.01,0.3,18
SND,20180308,0.004,45,0.016,0.03,0.5,22
SND,20180309,0.004,79,0.024,0.026,0.7,43
SND,20180310,0.005,63,0.023,0.025,0.6,29
SND,20180311,0.005,75,0.037,0.019,0.5,30
SND,20180312,0.005,102,0.024,0.036,0.7,41
SND,20180313,0.004,69,0.024,0.035,0.6,27
SND,20180314,0.005,48,0.023,0.03,0.6,19
SND,20180315,0.006,46,0.012,0.029,0.5,20
SND,20180316,,38,0.032,0.01,0.4,16
SND,20180317,,44,0.031,0.015,0.3,18
SND,20180318,,73,0.019,0.024,0.5,28
SND,20180319,,41,0.025,0.019,0.4,16
SND,20180320,0.004,34,0.038,0.007,0.3,14
SND,20180321,0.005,29,0.025,0.02,0.4,14
SND,20180322,,50,0.028,0.02,0.4,22
SND,20180323,,73,0.029,0.026,0.5,32
SND,20180324,0.001,95,0.038,0.025,0.6,41
SND,20180325,,113,0.045,0.019,0.6,50
SND,20180326,,94,0.037,0.028,0.6,42
SND,20180327,,86,0.039,0.023,0.5,36
SND,20180328,0.001,66,0.033,0.022,0.5,31
SND,20180329,0.001,70,0.027,0.028,0.5,34
SND,20180330,0.001,71,0.04,0.016,0.4,30
SND,20180331,0.001,91,0.038,0.021,0.4,32
JLD,20180301,0.001,45,0.039,0.011,0.4,23
JLD,20180302,0.002,51,0.025,0.025,0.5,25
JLD,20180303,0.002,50,0.018,0.029,0.5,28
JLD,20180304,0.002,38,0.026,0.02,0.5,21
JLD,20180305,0.001,15,0.028,0.016,0.4,6
JLD,20180306,0.001,34,0.013,0.026,0.4,14
JLD,20180307,0.001,34,0.034,0.013,0.3,11
JLD,20180308,0.001,29,0.019,0.026,0.4,18
JLD,20180309,0.001,68,0.028,0.021,0.6,44
JLD,20180310,0.001,48,0.026,0.017,0.4,28
JLD,20180311,0.002,55,0.041,0.014,0.4,33
JLD,20180312,0.001,87,0.03,0.023,0.5,48
JLD,20180313,0.002,55,0.027,0.025,0.5,30
JLD,20180314,0.001,34,0.024,0.022,0.4,15
JLD,20180315,0.001,29,0.013,0.022,0.4,16
JLD,20180316,0.001,25,0.031,0.013,0.3,9
JLD,20180317,0.001,32,0.033,0.015,0.3,14
JLD,20180318,0.001,48,0.014,0.029,0.6,36
JLD,20180319,0.001,20,0.023,0.023,0.5,14
JLD,20180320,0.001,26,0.042,0.009,0.2,6
JLD,20180321,0.001,20,0.028,0.019,0.3,9
JLD,20180322,0.002,33,0.036,0.014,0.3,16
JLD,20180323,0.002,50,0.037,0.017,0.4,30
JLD,20180324,0.003,78,0.05,0.017,0.5,51
JLD,20180325,0.002,82,0.055,0.016,0.6,56
JLD,20180326,0.002,66,0.049,0.018,0.5,39
JLD,20180327,0.002,64,0.048,0.017,0.5,30
JLD,20180328,0.002,50,0.041,0.016,0.5,25
JLD,20180329,0.002,50,0.03,0.022,0.5,26
JLD,20180330,0.002,55,0.041,0.019,0.4,24
JLD,20180331,0.002,67,0.04,0.018,0.5,31
DSD,20180301,0.001,47,0.021,0.011,0.4,26
DSD,20180302,0.002,54,0.013,0.023,0.4,31
DSD,20180303,0.002,54,0.008,0.032,0.5,28
DSD,20180304,0.002,42,0.015,0.023,0.6,22
DSD,20180305,0.001,20,0.018,0.015,0.4,13
DSD,20180306,0.002,37,0.011,0.024,0.3,18
DSD,20180307,0.001,36,0.019,0.013,0.3,20
DSD,20180308,0.002,34,0.013,0.02,0.4,19
DSD,20180309,0.002,70,0.013,0.023,0.6,46
DSD,20180310,0.002,52,0.014,0.02,0.5,35
DSD,20180311,0.002,58,0.023,0.015,0.4,30
DSD,20180312,,87,0.016,0.031,0.6,47
DSD,20180313,0.012,61,0.013,0.03,0.6,31
DSD,20180314,0.004,41,0.013,0.027,0.6,20
DSD,20180315,0.003,34,0.006,0.025,0.5,16
DSD,20180316,0.001,28,0.021,0.012,0.4,15
DSD,20180317,0.001,35,0.02,0.015,0.3,18
DSD,20180318,0.001,54,0.008,0.026,0.5,34
DSD,20180319,0.001,26,0.015,0.018,0.4,16
DSD,20180320,0.001,27,0.024,0.01,0.2,13
DSD,20180321,0.001,24,0.018,0.016,0.3,14
DSD,20180322,0.002,37,0.019,0.015,0.3,21
DSD,20180323,0.002,55,0.019,0.021,0.4,35
DSD,20180324,0.003,80,0.022,0.021,0.5,47
DSD,20180325,0.002,95,0.027,0.017,0.6,56
DSD,20180326,0.002,74,0.021,0.024,0.6,45
DSD,20180327,0.002,79,0.025,0.019,0.5,34
DSD,20180328,0.002,,0.023,0.016,0.4,29
DSD,20180329,0.002,56,0.016,0.024,0.5,28
DSD,20180330,0.003,58,0.025,0.017,0.4,26
DSD,20180331,0.003,70,0.022,0.019,0.5,32
DHD,20180301,0.003,,0.032,0.026,0.4,26
DHD,20180302,0.004,71,0.022,0.039,0.5,28
DHD,20180303,0.005,58,0.011,0.049,0.6,28
DHD,20180304,0.006,33,0.018,0.035,0.5,20
DHD,20180305,0.003,12,0.026,0.022,0.2,8
DHD,20180306,0.003,47,0.016,0.03,0.4,16
DHD,20180307,0.003,38,0.031,0.019,0.3,13
DHD,20180308,0.002,33,0.015,0.033,0.4,25
DHD,20180309,0.003,88,0.022,0.031,0.7,50
DHD,20180310,0.003,60,0.021,0.031,0.6,31
DHD,20180311,0.003,68,0.034,0.027,0.4,36
DHD,20180312,0.004,105,0.02,0.044,0.7,51
DHD,20180313,0.005,61,0.019,0.041,0.6,28
DHD,20180314,0.005,36,0.017,0.037,0.5,16
DHD,20180315,0.004,23,0.008,0.031,0.5,16
DHD,20180316,0.003,31,0.03,0.015,0.3,12
DHD,20180317,0.003,39,0.029,0.022,0.3,16
DHD,20180318,0.004,62,0.012,0.031,0.6,44
DHD,20180319,0.003,30,0.021,0.024,0.4,16
DHD,20180320,0.002,34,0.042,0.01,0.2,7
DHD,20180321,0.002,20,0.022,0.027,0.3,9
DHD,20180322,0.002,42,0.028,0.024,0.3,14
DHD,20180323,0.003,67,0.028,0.033,0.5,34
DHD,20180324,0.004,89,0.036,0.037,0.6,56
DHD,20180325,0.003,105,0.045,0.028,0.6,60
DHD,20180326,0.003,86,0.037,0.034,0.6,46
DHD,20180327,0.003,70,0.037,0.03,0.5,34
DHD,20180328,0.003,54,0.033,0.025,0.4,28
DHD,20180329,0.004,55,0.024,0.03,0.5,30
DHD,20180330,0.004,62,0.037,0.025,0.4,28
DHD,20180331,0.004,79,0.036,0.026,0.5,32
WPD,20180301,0.002,49,0.037,0.013,0.6,30
WPD,20180302,0.002,54,0.024,0.022,0.6,32
WPD,20180303,0.002,54,0.022,0.019,0.6,35
WPD,20180304,0.003,44,0.022,0.019,0.7,28
WPD,20180305,0.002,18,0.021,0.019,0.6,8
WPD,20180306,0.002,40,0.012,0.025,0.5,19
WPD,20180307,0.002,41,0.024,0.02,0.4,16
WPD,20180308,0.002,33,0.018,0.025,0.6,23
WPD,20180309,0.002,,0.028,0.015,0.8,59
WPD,20180310,0.002,45,0.029,0.012,0.6,36
WPD,20180311,0.002,53,0.042,0.01,0.5,41
WPD,20180312,0.002,93,0.034,0.016,0.7,58
WPD,20180313,0.002,62,0.03,0.016,0.6,39
WPD,20180314,0.002,41,0.028,0.014,0.5,17
WPD,20180315,0.002,35,0.015,0.014,0.7,18
WPD,20180316,0.001,37,0.026,0.017,0.6,11
WPD,20180317,0.002,40,0.03,0.015,0.5,18
WPD,20180318,0.002,50,0.013,0.023,0.8,
WPD,20180319,0.002,27,0.017,0.024,0.7,
WPD,20180320,0.001,37,0.036,0.016,0.2,9
WPD,20180321,0.001,27,0.023,0.023,0.3,12
WPD,20180322,0.002,41,0.035,0.013,0.3,22
WPD,20180323,0.002,54,0.037,0.013,0.5,42
WPD,20180324,0.003,75,0.049,0.013,0.6,
WPD,20180325,0.002,79,0.056,0.012,0.7,
WPD,20180326,0.002,68,0.049,0.014,0.6,
WPD,20180327,0.002,70,0.053,0.011,0.5,43
WPD,20180328,0.002,53,0.045,0.009,0.4,31
WPD,20180329,0.002,56,0.028,0.017,0.6,35
WPD,20180330,0.002,65,0.037,0.02,0.5,32
WPD,20180331,0.002,74,0.045,0.012,0.5,45
UND,20180401,0.003,111,0.035,0.035,0.3,27
UND,20180402,0.003,97,0.025,0.03,0.4,27
UND,20180403,0.002,112,0.026,0.029,0.4,22
UND,20180404,0.002,37,0.025,0.023,0.3,10
UND,20180405,0.002,19,0.031,0.025,0.2,4
UND,20180406,0.002,135,0.033,0.022,0.3,21
UND,20180407,0.003,91,0.044,0.013,0.2,18
UND,20180408,0.002,65,0.052,0.015,0.2,13
UND,20180409,0.003,109,0.035,0.035,0.4,28
UND,20180410,0.003,95,0.032,0.028,0.5,17
UND,20180411,0.002,74,0.042,0.016,0.4,
UND,20180412,0.003,65,0.032,0.022,0.4,
UND,20180413,0.004,55,0.03,0.024,0.4,
UND,20180414,0.002,29,0.034,0.016,0.4,
UND,20180415,0.002,118,0.042,0.008,0.4,
UND,20180416,0.003,76,0.027,0.026,0.5,28
UND,20180417,0.005,84,0.037,0.031,0.5,42
UND,20180418,0.003,123,0.036,0.03,0.5,35
UND,20180419,0.003,72,0.046,0.026,0.4,31
UND,20180420,0.006,124,0.053,0.043,0.5,49
UND,20180421,0.004,88,0.035,0.035,0.3,32
UND,20180422,0.003,53,0.025,0.023,0.2,25
UND,20180423,0.002,24,0.044,0.013,0.1,14
UND,20180424,0.002,13,0.042,0.013,0.2,6
UND,20180425,0.003,45,0.026,0.032,0.4,21
UND,20180426,0.003,65,0.039,0.029,0.5,36
UND,20180427,0.004,62,0.057,0.019,0.4,40
UND,20180428,0.003,61,0.049,0.022,0.5,32
UND,20180429,0.003,54,0.053,0.022,0.4,27
UND,20180430,0.004,87,0.048,0.028,0.5,50
MPD,20180401,0.003,96,0.038,0.021,0.4,32
MPD,20180402,0.002,73,0.03,0.018,0.3,26
MPD,20180403,0.002,72,0.026,0.021,0.3,22
MPD,20180404,0.002,26,0.027,0.017,0.3,10
MPD,20180405,0.001,9,0.033,0.019,0.3,5
MPD,20180406,0.002,108,0.041,0.013,0.4,24
MPD,20180407,0.002,68,0.055,0.008,0.3,20
MPD,20180408,0.002,57,0.06,0.011,0.4,18
MPD,20180409,0.002,88,0.047,0.021,0.4,34
MPD,20180410,0.002,60,0.041,0.023,0.3,22
MPD,20180411,0.002,68,0.056,0.011,0.3,20
MPD,20180412,0.002,46,0.035,0.021,0.3,15
MPD,20180413,0.002,46,0.036,0.023,0.3,14
MPD,20180414,0.001,25,0.043,0.015,0.3,14
MPD,20180415,0.002,115,0.053,0.007,0.3,19
MPD,20180416,0.002,64,0.037,0.019,0.4,24
MPD,20180417,0.003,86,0.046,0.028,0.4,37
MPD,20180418,0.004,116,0.045,0.029,0.5,36
MPD,20180419,0.003,76,0.043,0.033,0.4,34
MPD,20180420,0.003,109,0.066,0.037,0.4,41
MPD,20180421,0.002,66,0.048,0.028,0.3,27
MPD,20180422,0.002,46,0.035,0.017,0.3,21
MPD,20180423,0.001,23,0.055,0.016,0.3,11
MPD,20180424,0.001,12,0.04,0.019,0.2,5
MPD,20180425,0.002,37,0.025,0.028,0.4,20
MPD,20180426,0.003,58,0.037,0.024,0.4,31
MPD,20180427,0.003,65,0.043,0.026,0.4,35
MPD,20180428,0.002,80,0.037,0.023,0.4,38
MPD,20180429,0.002,46,0.045,0.021,0.3,22
MPD,20180430,0.002,83,0.047,0.025,0.4,39
MCD,20180401,0.002,83,0.04,0.013,0.5,25
MCD,20180402,0.002,67,0.029,0.014,0.5,21
MCD,20180403,0.002,64,0.025,0.014,0.4,16
MCD,20180404,0.002,25,0.023,0.017,0.3,9
MCD,20180405,0.002,12,0.029,0.015,0.3,4
MCD,20180406,0.002,99,0.032,0.013,0.4,18
MCD,20180407,0.002,58,0.041,0.008,0.3,16
MCD,20180408,0.002,45,0.049,0.008,0.4,13
MCD,20180409,0.002,78,0.039,0.022,0.5,28
MCD,20180410,0.002,48,0.037,0.022,0.4,14
MCD,20180411,0.002,54,0.044,0.011,0.3,16
MCD,20180412,0.002,41,0.032,0.019,0.3,10
MCD,20180413,0.002,40,0.033,0.019,0.3,11
MCD,20180414,0.002,26,0.032,0.018,0.4,12
MCD,20180415,0.002,97,0.039,0.008,0.4,17
MCD,20180416,0.002,58,0.025,0.023,0.5,19
MCD,20180417,0.003,67,0.039,0.022,0.5,24
MCD,20180418,0.003,99,0.04,0.021,0.4,24
MCD,20180419,0.003,50,0.045,0.02,0.4,20
MCD,20180420,0.003,90,0.06,0.029,0.5,33
MCD,20180421,0.002,62,0.046,0.022,0.4,23
MCD,20180422,0.002,44,0.029,0.017,0.4,17
MCD,20180423,0.002,22,0.044,0.01,0.4,10
MCD,20180424,0.002,12,0.039,0.012,0.4,3
MCD,20180425,0.002,29,0.026,0.021,0.4,12
MCD,20180426,0.002,39,0.048,0.018,0.4,19
MCD,20180427,0.003,48,0.056,0.017,0.4,27
MCD,20180428,0.002,51,0.05,0.019,0.4,29
MCD,20180429,0.002,42,0.061,0.015,0.4,17
MCD,20180430,0.002,60,0.059,0.016,0.5,31
GSD,20180401,0.002,73,0.046,0.008,0.3,28
GSD,20180402,0.002,58,0.032,0.013,0.3,19
GSD,20180403,0.001,54,0.033,0.008,0.2,14
GSD,20180404,0.001,25,0.03,0.006,0.2,9
GSD,20180405,0.001,16,0.036,0.007,0.3,3
GSD,20180406,0.001,74,0.042,0.004,0.3,17
GSD,20180407,0.001,51,0.054,0.003,0.4,14
GSD,20180408,0.002,45,0.061,0.004,0.4,12
GSD,20180409,0.001,69,0.05,0.007,0.4,28
GSD,20180410,0.002,43,0.041,0.01,0.4,16
GSD,20180411,0.002,48,0.056,0.004,0.2,14
GSD,20180412,0.002,40,0.04,0.008,0.3,10
GSD,20180413,0.002,37,0.042,0.008,0.3,8
GSD,20180414,0.002,22,0.046,0.005,0.3,11
GSD,20180415,0.002,83,0.05,0.003,0.3,16
GSD,20180416,0.002,48,0.039,0.007,0.4,18
GSD,20180417,0.003,58,0.055,0.008,0.4,29
GSD,20180418,0.002,80,0.048,0.009,0.4,23
GSD,20180419,0.002,48,0.053,0.01,0.4,20
GSD,20180420,0.003,78,0.07,0.012,0.4,35
GSD,20180421,0.002,52,0.05,0.01,0.4,21
GSD,20180422,0.002,39,0.034,0.008,0.3,18
GSD,20180423,0.002,24,0.055,0.004,0.2,11
GSD,20180424,0.002,12,0.049,0.004,0.2,3
GSD,20180425,0.002,27,0.033,0.008,0.5,10
GSD,20180426,0.002,41,0.041,0.01,0.5,23
GSD,20180427,0.003,47,0.063,0.006,0.4,29
GSD,20180428,0.002,53,0.048,0.007,0.4,30
GSD,20180429,0.002,38,0.056,0.006,0.5,18
GSD,20180430,0.002,55,0.056,0.007,0.4,36
NED,20180401,0.002,91,0.051,0.016,0.3,34
NED,20180402,0.003,77,0.039,0.018,0.3,31
NED,20180403,0.002,67,0.036,0.014,0.2,28
NED,20180404,0.002,21,0.034,0.01,0.2,11
NED,20180405,0.002,11,0.036,0.015,0.2,6
NED,20180406,0.002,98,0.045,0.009,0.2,33
NED,20180407,0.001,61,0.058,0.005,0.2,21
NED,20180408,0.002,54,,0.021,,22
NED,20180409,0.003,62,,0.007,,24
NED,20180410,0.002,43,0.037,0.015,0.3,15
NED,20180411,0.003,44,0.049,0.018,0.2,17
NED,20180412,0.002,23,0.035,0.009,0.2,12
NED,20180413,0.002,108,0.036,0.005,0.3,34
NED,20180414,0.002,57,0.04,0.019,0.3,26
NED,20180415,0.002,73,0.044,0.021,0.2,37
NED,20180416,0.002,104,0.03,0.025,0.4,45
NED,20180417,0.002,56,0.043,0.024,0.4,27
NED,20180418,0.003,99,0.038,0.03,0.4,42
NED,20180419,0.002,61,0.044,0.025,0.4,28
NED,20180420,0.003,43,0.058,0.016,0.5,24
NED,20180421,0.002,23,0.041,0.013,0.4,14
NED,20180422,0.002,9,0.03,0.012,0.4,4
NED,20180423,0.002,28,0.044,0.021,0.3,12
NED,20180424,0.002,46,0.04,0.023,0.3,21
NED,20180425,0.002,54,0.031,0.018,0.3,28
NED,20180426,0.002,63,0.037,0.019,0.4,34
NED,20180427,0.002,42,0.051,0.017,0.4,19
NED,20180428,0.002,70,0.041,0.016,0.4,35
NED,20180429,0.002,54,0.05,0.025,0.4,28
NED,20180430,0.002,63,0.052,0.015,0.4,30
SND,20180401,0.001,99,0.033,0.021,0.4,37
SND,20180402,0.001,86,0.028,0.02,0.4,31
SND,20180403,0.001,77,0.022,0.02,0.3,25
SND,20180404,0.002,45,0.025,0.014,0.3,16
SND,20180405,0.002,26,0.032,0.01,0.3,11
SND,20180406,0.002,97,0.028,0.016,0.4,27
SND,20180407,0.002,71,0.035,0.013,0.3,24
SND,20180408,0.002,59,0.042,0.011,0.3,20
SND,20180409,0.003,93,0.035,0.024,0.5,34
SND,20180410,0.003,67,0.031,0.026,0.5,27
SND,20180411,0.003,73,0.04,0.012,0.3,25
SND,20180412,0.003,55,0.031,0.019,0.4,18
SND,20180413,0.003,54,0.032,0.018,0.4,19
SND,20180414,0.003,41,0.03,0.018,0.4,19
SND,20180415,0.003,108,0.035,0.01,0.4,29
SND,20180416,0.003,68,0.028,0.021,0.5,28
SND,20180417,0.005,86,0.038,0.024,0.5,34
SND,20180418,0.003,110,0.039,0.021,0.4,35
SND,20180419,0.003,65,0.042,0.024,0.4,27
SND,20180420,0.004,108,0.054,0.034,0.5,43
SND,20180421,0.004,77,0.042,0.025,0.4,32
SND,20180422,0.004,57,0.032,0.015,0.3,25
SND,20180423,0.003,36,0.045,0.006,0.3,17
SND,20180424,0.003,25,0.04,0.009,0.3,9
SND,20180425,0.003,41,0.026,0.026,0.4,20
SND,20180426,0.003,56,0.047,0.023,0.4,28
SND,20180427,0.003,72,0.061,0.017,0.4,32
SND,20180428,0.003,80,0.053,0.02,0.4,30
SND,20180429,0.002,55,0.06,0.018,0.4,25
SND,20180430,0.003,87,0.062,0.02,0.4,45
JLD,20180401,0.002,81,0.038,0.015,0.4,26
JLD,20180402,0.001,62,0.028,0.014,0.4,19
JLD,20180403,0.002,72,0.025,0.013,0.4,17
JLD,20180404,0.001,27,0.023,0.013,0.3,9
JLD,20180405,0.001,15,0.027,0.016,0.3,6
